"StockCode","sciname","Loo","TLinfinity","K","SE_K","SD_K","LCL_K","UCL_K","Temperature","DeltaT"
1470,"Lutjanus buccanella",54,56.2,0.7,NA,NA,NA,NA,20,NA
1470,"Lutjanus buccanella",60.1,62.5,0.12,NA,NA,NA,NA,20,NA
1470,"Lutjanus buccanella",60.2,62.6,0.1,NA,NA,NA,NA,20,NA
1470,"Lutjanus buccanella",62,62,0.35,NA,NA,NA,NA,20,NA
1476,"Lutjanus campechanus",60,60,0.35,NA,NA,NA,NA,22.5,NA
1476,"Lutjanus campechanus",95.4,95.4,0.225,NA,NA,NA,NA,22.5,NA
1476,"Lutjanus campechanus",94.1,94.1,0.17,NA,NA,NA,NA,22,NA
1476,"Lutjanus campechanus",95,95,0.175,NA,NA,NA,NA,22,NA
1476,"Lutjanus campechanus",97,97,0.155,NA,NA,NA,NA,24,NA
1476,"Lutjanus campechanus",97,97,0.165,NA,NA,NA,NA,21,NA
1476,"Lutjanus campechanus",92.5,99.2,0.14,NA,NA,NA,NA,22.5,NA
1476,"Lutjanus campechanus",93.3,100,0.15,NA,NA,NA,NA,22.5,NA
1476,"Lutjanus campechanus",90.8,97.4,0.13,NA,NA,NA,NA,22.5,NA
1476,"Lutjanus campechanus",92,98.7,0.12,NA,NA,NA,NA,22.5,NA
1476,"Lutjanus campechanus",117,126,0.18,NA,NA,NA,NA,22.5,NA
1476,"Lutjanus campechanus",97.6,97.6,0.19,NA,NA,NA,NA,26,NA
1476,"Lutjanus campechanus",95.6,95.6,0.194,NA,NA,NA,NA,26,NA
1476,"Lutjanus campechanus",93.8,93.8,0.175,NA,NA,NA,NA,26,NA
1476,"Lutjanus campechanus",95.5,95.5,0.146,NA,NA,NA,NA,23,NA
1476,"Lutjanus campechanus",103,103,0.15,NA,NA,NA,NA,26,NA
1476,"Lutjanus campechanus",97.7,97.7,0.16,NA,NA,NA,NA,NA,NA
1476,"Lutjanus campechanus",90.4,90.4,0.19,NA,NA,NA,NA,NA,NA
1476,"Lutjanus campechanus",87.3,91.318,0.24,NA,NA,NA,NA,26,NA
1476,"Lutjanus campechanus",88.4,92.46862,0.21,NA,NA,NA,NA,26,NA
1476,"Lutjanus campechanus",102,106.69456,0.07,NA,NA,NA,NA,26,NA
1476,"Lutjanus campechanus",77.2,80.75314,0.18,NA,NA,NA,NA,26,NA
1476,"Lutjanus campechanus",84.2,88.07531,0.17,NA,NA,NA,NA,26,NA
1476,"Lutjanus campechanus",91.3,95.5021,0.16,NA,NA,NA,NA,26,NA
1476,"Lutjanus campechanus",85.9,89.85356,0.09,NA,NA,NA,NA,26,NA
1476,"Lutjanus campechanus",63,NA,0.2,NA,NA,NA,NA,NA,NA
1477,"Lutjanus carponotatus",56,58.7,0.31,NA,NA,NA,NA,29,NA
1477,"Lutjanus carponotatus",28.4,29.5,0.453,NA,NA,NA,NA,25.7,NA
1477,"Lutjanus carponotatus",34.4,35.7,0.371,NA,NA,NA,NA,25.7,NA
1477,"Lutjanus carponotatus",24.6,NA,0.77,NA,NA,NA,NA,26,NA
1477,"Lutjanus carponotatus",26.4,NA,0.56,NA,NA,NA,NA,26,NA
1477,"Lutjanus carponotatus",26.4,NA,0.69,NA,NA,NA,NA,26,NA
1477,"Lutjanus carponotatus",28.5,NA,0.51,NA,NA,NA,NA,26,NA
1482,"Lutjanus cyanopterus",101,105,0.125,NA,NA,NA,NA,27.2,NA
809,"Lutjanus ehrenbergii",24.4,NA,0.97,NA,NA,NA,NA,NA,NA
809,"Lutjanus ehrenbergii",21.9,NA,0.86,NA,NA,NA,NA,NA,NA
1506,"Lutjanus erythropterus",72.6,75.6,0.21,NA,NA,NA,NA,27,NA
1506,"Lutjanus erythropterus",60,62.5,0.44,NA,NA,NA,NA,25.8,NA
1506,"Lutjanus erythropterus",60,62.5,0.41,NA,NA,NA,NA,25.8,NA
1506,"Lutjanus erythropterus",58.4,58.4,0.392,NA,NA,NA,NA,26,NA
275,"Lutjanus fulviflamma",24.8,30.3,0.3,NA,NA,NA,NA,24,NA
275,"Lutjanus fulviflamma",29.03,NA,0.15,NA,NA,NA,NA,NA,NA
275,"Lutjanus fulviflamma",23.6,NA,1,NA,NA,NA,NA,NA,NA
275,"Lutjanus fulviflamma",22.3,NA,0.9,NA,NA,NA,NA,NA,NA
279,"Lutjanus gibbus",44.2,48.2,0.31,NA,NA,NA,NA,29,NA
279,"Lutjanus gibbus",39.8,43.3,0.4,NA,NA,NA,NA,28,NA
280,"Lutjanus griseus",55,55,0.167,NA,NA,NA,NA,25,NA
280,"Lutjanus griseus",51,53.8,0.24,NA,NA,NA,NA,27,NA
280,"Lutjanus griseus",55,58.1,0.228,NA,NA,NA,NA,27.2,NA
280,"Lutjanus griseus",50.3,53.1,0.15,NA,NA,NA,NA,27.2,NA
280,"Lutjanus griseus",60,63.4,0.22,NA,NA,NA,NA,27.2,NA
280,"Lutjanus griseus",89,89,0.1,NA,NA,NA,NA,24,NA
280,"Lutjanus griseus",62.5,62.5,0.13,NA,NA,NA,NA,25,NA
280,"Lutjanus griseus",71.7,71.7,0.17,NA,NA,NA,NA,25,NA
280,"Lutjanus griseus",66,NA,0.23,NA,NA,NA,NA,NA,NA
166,"Lutjanus guttatus",64.2,NA,0.192,NA,NA,NA,NA,NA,NA
168,"Lutjanus jocu",85.4,90.2,0.1,NA,NA,NA,NA,27.2,NA
168,"Lutjanus jocu",71.2,NA,0.11,NA,NA,NA,NA,NA,NA
278,"Lutjanus johnii",96.1,99.4,0.116,NA,NA,NA,NA,27.6,NA
278,"Lutjanus johnii",66.7,66.7,0.13,NA,NA,NA,NA,27,NA
278,"Lutjanus johnii",72.4,72.4,0.375,NA,NA,NA,NA,28.2,NA
170,"Lutjanus kasmira",21.1,25.9,0.38,NA,NA,NA,NA,24,NA
170,"Lutjanus kasmira",40,42.8,0.212,NA,NA,NA,NA,23,NA
170,"Lutjanus kasmira",29.6,31.7,0.384,NA,NA,NA,NA,23,NA
170,"Lutjanus kasmira",39.6,42.4,0.212,NA,NA,NA,NA,23,NA
170,"Lutjanus kasmira",33.7,33.7,0.27,NA,NA,NA,NA,25,NA
173,"Lutjanus lutjanus",24.7,25.6,0.75,NA,NA,NA,NA,28.7,NA
173,"Lutjanus lutjanus",25.1,25.1,0.497,NA,NA,NA,NA,27,NA
173,"Lutjanus lutjanus",27.6,27.6,0.54,NA,NA,NA,NA,29,NA
173,"Lutjanus lutjanus",32.5,22.5,0.89,NA,NA,NA,NA,NA,NA
175,"Lutjanus mahogoni",61.8,NA,0.097,NA,NA,NA,NA,NA,NA
176,"Lutjanus malabaricus",60,60,0.31,NA,NA,NA,NA,26.7,NA
176,"Lutjanus malabaricus",86,102,0.25,NA,NA,NA,NA,25.8,NA
176,"Lutjanus malabaricus",81,95.7,0.19,NA,NA,NA,NA,25.8,NA
176,"Lutjanus malabaricus",71,83.8,0.168,NA,NA,NA,NA,27.4,NA
176,"Lutjanus malabaricus",96.9,96.9,0.147,NA,NA,NA,NA,27.5,NA
176,"Lutjanus malabaricus",96.4,96.4,0.12,NA,NA,NA,NA,27,NA
176,"Lutjanus malabaricus",93,93,0.142,NA,NA,NA,NA,27,NA
176,"Lutjanus malabaricus",94,94,0.126,NA,NA,NA,NA,27,NA
176,"Lutjanus malabaricus",96,96,0.12,NA,NA,NA,NA,27,NA
176,"Lutjanus malabaricus",97,97,0.148,NA,NA,NA,NA,27,NA
176,"Lutjanus malabaricus",68.9,68.9,0.358,NA,NA,NA,NA,22.8,NA
176,"Lutjanus malabaricus",83.8,83.8,0.23,NA,NA,NA,NA,25.8,NA
176,"Lutjanus malabaricus",98.7,98.7,0.18,NA,NA,NA,NA,25.8,NA
176,"Lutjanus malabaricus",86.1,86.1,0.25,NA,NA,NA,NA,27,NA
176,"Lutjanus malabaricus",72.8,75.262,0.287,NA,NA,NA,NA,26,NA
176,"Lutjanus malabaricus",56.6,59,0.262,NA,NA,NA,NA,26.9,NA
176,"Lutjanus malabaricus",68.6,71,0.18,NA,NA,NA,NA,26.9,NA
180,"Lutjanus monostigma",55,58.4,0.22,NA,NA,NA,NA,29,NA
184,"Lutjanus peru",87,87,0.262,NA,NA,NA,NA,NA,NA
184,"Lutjanus peru",64,NA,0.156,NA,NA,NA,NA,NA,NA
184,"Lutjanus peru",99,NA,0.104,NA,NA,NA,NA,NA,NA
185,"Lutjanus purpureus",96.7,96.7,0.096,NA,NA,NA,NA,27,NA
185,"Lutjanus purpureus",98.9,98.9,0.09,NA,NA,NA,NA,25,NA
185,"Lutjanus purpureus",97.7,97.7,0.117,NA,NA,NA,NA,23,NA
185,"Lutjanus purpureus",85.1,85.1,0.13,NA,NA,NA,NA,20,NA
185,"Lutjanus purpureus",92.9,92.9,0.103,NA,NA,NA,NA,23,NA
186,"Lutjanus quinquelineatus",17.3,20.5,0.37,NA,NA,NA,NA,24,NA
186,"Lutjanus quinquelineatus",20.4,22.032,0.314,NA,NA,NA,NA,26,NA
186,"Lutjanus quinquelineatus",19.8,21.384,0.465,NA,NA,NA,NA,26,NA
186,"Lutjanus quinquelineatus",20.8,22.464,0.171,NA,NA,NA,NA,26,NA
186,"Lutjanus quinquelineatus",21.2,22.896,0.305,NA,NA,NA,NA,26,NA
186,"Lutjanus quinquelineatus",22,23.76,0.218,NA,NA,NA,NA,26,NA
186,"Lutjanus quinquelineatus",20.7,22.4,0.306,NA,NA,NA,NA,25.7,NA
187,"Lutjanus rivulatus",67.4,80,0.22,NA,NA,NA,NA,29,NA
191,"Lutjanus sanguineus",89,89,0.236,NA,NA,NA,NA,27.6,NA
192,"Lutjanus sebae",96,96,0.23,NA,NA,NA,NA,24,NA
192,"Lutjanus sebae",72,84.2,0.21,NA,NA,NA,NA,25.8,NA
192,"Lutjanus sebae",91,106,0.14,NA,NA,NA,NA,25.8,NA
192,"Lutjanus sebae",85.1,90.8,0.16,NA,NA,NA,NA,27.6,NA
192,"Lutjanus sebae",81.7,87.2,0.13,NA,NA,NA,NA,27,NA
192,"Lutjanus sebae",88.7,94.7,0.18,NA,NA,NA,NA,25.8,NA
192,"Lutjanus sebae",102,109,0.15,NA,NA,NA,NA,25.8,NA
192,"Lutjanus sebae",84,89.7,0.27,NA,NA,NA,NA,27,NA
192,"Lutjanus sebae",90,96.1,0.38,NA,NA,NA,NA,27,NA
192,"Lutjanus sebae",98,105,0.22,NA,NA,NA,NA,27,NA
192,"Lutjanus sebae",79.8,85.17601,0.18,NA,NA,NA,NA,27,NA
192,"Lutjanus sebae",79.2,84.534,0.139,NA,NA,NA,NA,26,NA
192,"Lutjanus sebae",48.2,51.36401,0.271,NA,NA,NA,NA,28,NA
192,"Lutjanus sebae",62.8,66.986,0.151,NA,NA,NA,NA,28,NA
195,"Lutjanus synagris",50.5,50.5,0.231,NA,NA,NA,NA,27.5,NA
195,"Lutjanus synagris",44.2,96.9,0.113,NA,NA,NA,NA,27.2,NA
195,"Lutjanus synagris",60,60,0.2,NA,NA,NA,NA,27.2,NA
195,"Lutjanus synagris",71,71,0.22,NA,NA,NA,NA,27.2,NA
195,"Lutjanus synagris",48,51,0.2,NA,NA,NA,NA,27.2,NA
195,"Lutjanus synagris",50,50,0.134,NA,NA,NA,NA,26,NA
195,"Lutjanus synagris",60.3,60.3,0.2,NA,NA,NA,NA,27.2,NA
195,"Lutjanus synagris",70.8,70.8,0.22,NA,NA,NA,NA,27.2,NA
195,"Lutjanus synagris",45,47.8,0.23,NA,NA,NA,NA,28.5,NA
195,"Lutjanus synagris",35.1,37.3,0.28,NA,NA,NA,NA,27.2,NA
195,"Lutjanus synagris",39.6,42,0.15,NA,NA,NA,NA,27.2,NA
195,"Lutjanus synagris",40.1,42.6,0.16,NA,NA,NA,NA,27.2,NA
195,"Lutjanus synagris",40.7,43.2,0.35,NA,NA,NA,NA,27.2,NA
195,"Lutjanus synagris",43.4,46.1,0.29,NA,NA,NA,NA,27.2,NA
195,"Lutjanus synagris",44.9,47.7,0.25,NA,NA,NA,NA,27.2,NA
195,"Lutjanus synagris",45.2,48,0.26,NA,NA,NA,NA,27.2,NA
195,"Lutjanus synagris",30.7,32.6,0.53,NA,NA,NA,NA,26,NA
195,"Lutjanus synagris",42.8,45.4,0.28,NA,NA,NA,NA,26,NA
195,"Lutjanus synagris",41,43.5,0.247,NA,NA,NA,NA,23,NA
195,"Lutjanus synagris",32.4,35.2188,0.253,NA,NA,NA,NA,23,NA
195,"Lutjanus synagris",35.7,38.8059,0.26,NA,NA,NA,NA,23,NA
195,"Lutjanus synagris",33.1,35.9,0.395,NA,NA,NA,NA,23,NA
195,"Lutjanus synagris",53.9,55.64131,0.076,NA,NA,NA,NA,27,NA
195,"Lutjanus synagris",32,31.83696,0.25,NA,NA,NA,NA,27,NA
195,"Lutjanus synagris",71,NA,0.2,NA,NA,NA,NA,NA,NA
195,"Lutjanus synagris",31.2,NA,0.17,NA,NA,NA,NA,NA,NA
195,"Lutjanus synagris",31.2,NA,0.17,NA,NA,NA,NA,NA,NA
195,"Lutjanus synagris",46.8,NA,0.105,NA,NA,NA,NA,NA,NA
196,"Lutjanus timoriensis",39.5,NA,0.25,NA,NA,NA,NA,NA,NA
198,"Lutjanus vitta",38.5,40.6,0.7,NA,NA,NA,NA,28.7,NA
198,"Lutjanus vitta",24,30.2,0.3,NA,NA,NA,NA,24,NA
198,"Lutjanus vitta",28,35.2,0.32,NA,NA,NA,NA,24,NA
198,"Lutjanus vitta",42.5,42.5,0.256,NA,NA,NA,NA,27,NA
198,"Lutjanus vitta",32.5,34.3,0.37,NA,NA,NA,NA,27,NA
198,"Lutjanus vitta",42.2,44.6,0.22,NA,NA,NA,NA,27,NA
198,"Lutjanus vitta",24.2,25,0.818,NA,NA,NA,NA,25.7,NA
198,"Lutjanus vitta",24.4,25.2,0.983,NA,NA,NA,NA,25.7,NA
198,"Lutjanus vitta",35,NA,0.28,NA,NA,NA,NA,NA,NA
199,"Lutjanus vivanus",75.7,81.2,0.1,NA,NA,NA,NA,20,NA
199,"Lutjanus vivanus",72.9,78.1,0.09,NA,NA,NA,NA,20,NA
199,"Lutjanus vivanus",62,62,0.32,NA,NA,NA,NA,20,NA
199,"Lutjanus vivanus",60,NA,0.051,NA,NA,NA,NA,NA,NA
202,"Ocyurus chrysurus",60,70,0.103,NA,NA,NA,NA,27.2,NA
202,"Ocyurus chrysurus",50,58.4,0.15,NA,NA,NA,NA,27.2,NA
202,"Ocyurus chrysurus",60,70,0.25,NA,NA,NA,NA,27,NA
202,"Ocyurus chrysurus",47.3,55.2,0.332,NA,NA,NA,NA,27.2,NA
202,"Ocyurus chrysurus",68,79.4,0.159,NA,NA,NA,NA,27.2,NA
202,"Ocyurus chrysurus",45,52.5,0.279,NA,NA,NA,NA,25.7,NA
202,"Ocyurus chrysurus",50.2,58.6,0.139,NA,NA,NA,NA,27.2,NA
202,"Ocyurus chrysurus",41,47.8,0.29,NA,NA,NA,NA,27.2,NA
202,"Ocyurus chrysurus",49.2,57.9,0.26,NA,NA,NA,NA,27.2,NA
202,"Ocyurus chrysurus",69.3,80.9,0.1,NA,NA,NA,NA,27.2,NA
202,"Ocyurus chrysurus",45.3,52.9,0.16,NA,NA,NA,NA,26,NA
202,"Ocyurus chrysurus",53,61.8,0.1,NA,NA,NA,NA,26,NA
202,"Ocyurus chrysurus",56.7,NA,0.13,NA,NA,NA,NA,27,NA
202,"Ocyurus chrysurus",52,NA,0.14,NA,NA,NA,NA,NA,NA
202,"Ocyurus chrysurus",54.67,NA,0.32,NA,NA,NA,NA,NA,NA
202,"Ocyurus chrysurus",49.5,NA,0.107,NA,NA,NA,NA,NA,NA
205,"Paracaesio kusakarii",48.4,NA,0.19,NA,NA,NA,NA,NA,NA
207,"Paracaesio stonei",34.5,NA,0.39,NA,NA,NA,NA,NA,NA
213,"Pristipomoides argyrogrammicus",24,NA,0.5,NA,NA,NA,NA,NA,NA
214,"Pristipomoides auricilla",38,43.7,0.357,NA,NA,NA,NA,21,NA
215,"Pristipomoides filamentosus",60,69,0.29,NA,NA,NA,NA,21,NA
215,"Pristipomoides filamentosus",58,66.7,0.289,NA,NA,NA,NA,21,NA
215,"Pristipomoides filamentosus",80.5,92.6,0.164,NA,NA,NA,NA,22,NA
215,"Pristipomoides filamentosus",78,89.7,0.146,NA,NA,NA,NA,22,NA
215,"Pristipomoides filamentosus",97.1,118,0.31,NA,NA,NA,NA,24.2,NA
215,"Pristipomoides filamentosus",77.6,89.2,0.275,NA,NA,NA,NA,24,NA
215,"Pristipomoides filamentosus",85.8,98.7,0.3,NA,NA,NA,NA,24,NA
215,"Pristipomoides filamentosus",77.8,87.41573,0.36,NA,NA,NA,NA,24,NA
215,"Pristipomoides filamentosus",85.8,96.4045,0.33,NA,NA,NA,NA,24,NA
215,"Pristipomoides filamentosus",62.3,NA,0.11,NA,NA,NA,NA,NA,NA
215,"Pristipomoides filamentosus",70.4,NA,0.25,NA,NA,NA,NA,NA,NA
215,"Pristipomoides filamentosus",62,NA,0.11,NA,NA,NA,NA,NA,NA
215,"Pristipomoides filamentosus",41.2,NA,0.34,NA,NA,NA,NA,NA,NA
215,"Pristipomoides filamentosus",67.5,75.8,0.242,0.057,NA,NA,NA,NA,NA
216,"Pristipomoides flavipinnis",58,64.7,0.36,NA,NA,NA,NA,21,NA
216,"Pristipomoides flavipinnis",49,54.6,0.268,NA,NA,NA,NA,21,NA
216,"Pristipomoides flavipinnis",33.4,NA,0.67,NA,NA,NA,NA,NA,NA
222,"Pristipomoides multidens",61,69.31818,0.35,NA,NA,NA,NA,21,NA
222,"Pristipomoides multidens",59,74.68355,0.219,NA,NA,NA,NA,27.1,NA
222,"Pristipomoides multidens",65,73.86364,0.28,NA,NA,NA,NA,21,NA
222,"Pristipomoides multidens",60.3,68.5,0.187,NA,NA,NA,NA,27.9,3.7
222,"Pristipomoides multidens",59.5,67.6,0.187,NA,NA,NA,NA,27.9,3.7
222,"Pristipomoides multidens",49.6,NA,0.24,NA,NA,NA,NA,NA,NA
223,"Pristipomoides sieboldii",44,49.9,0.351,NA,NA,NA,NA,21,NA
224,"Pristipomoides typus",52,63.6,0.254,NA,NA,NA,NA,27.1,NA
225,"Pristipomoides zonatus",44,52.8,0.234,NA,NA,NA,NA,21,NA
225,"Pristipomoides zonatus",43.1,51.8,1.09,NA,NA,NA,NA,24.2,NA
225,"Pristipomoides zonatus",31.3,NA,0.38,NA,NA,NA,NA,NA,NA
227,"Rhomboplites aurorubens",63,63,0.198,NA,NA,NA,NA,18,NA
227,"Rhomboplites aurorubens",46.9,NA,0.09,NA,NA,NA,NA,NA,NA
229,"Symphorus nematophorus",91,97.4,0.23,NA,NA,NA,NA,26,NA
8749,"Albatrossia pectoralis",116.9,116.9,0.15,NA,NA,NA,NA,NA,NA
8749,"Albatrossia pectoralis",121.5,121.5,0.16,NA,NA,NA,NA,NA,NA
8749,"Albatrossia pectoralis",128.7,128.7,0.13,NA,NA,NA,NA,NA,NA
8749,"Albatrossia pectoralis",137.39999,137.39999,0.12,NA,NA,NA,NA,NA,NA
8749,"Albatrossia pectoralis",134.39999,134.39999,0.17,NA,NA,NA,NA,NA,NA
8749,"Albatrossia pectoralis",126.9,NA,0.12,NA,NA,NA,NA,NA,NA
8749,"Albatrossia pectoralis",94.2,NA,0.2,NA,NA,NA,NA,NA,NA
8749,"Albatrossia pectoralis",54.9,NA,0.022,NA,NA,NA,NA,NA,NA
1922,"Coelorinchus caelorhincus",12.8,NA,0.13,NA,NA,NA,NA,14,NA
1922,"Coelorinchus caelorhincus",11.5,NA,0.15,NA,NA,NA,NA,14,NA
1922,"Coelorinchus caelorhincus",10.695,NA,0.132,NA,NA,NA,NA,NA,NA
1922,"Coelorinchus caelorhincus",24.9,24.9,0.115,NA,NA,NA,NA,NA,NA
1922,"Coelorinchus caelorhincus",12.2,NA,0.147,NA,NA,NA,NA,NA,NA
1922,"Coelorinchus caelorhincus",12.22,NA,0.147,NA,NA,NA,NA,NA,NA
1922,"Coelorinchus caelorhincus",14.69,NA,0.086,NA,NA,NA,NA,NA,NA
1922,"Coelorinchus caelorhincus",14.7,NA,0.086,NA,NA,NA,NA,NA,NA
8770,"Coelorinchus labiatus",8.4,NA,0.372,NA,NA,NA,NA,NA,NA
8770,"Coelorinchus labiatus",8.43,NA,0.372,NA,NA,NA,NA,NA,NA
8781,"Coryphaenoides acrolepis",101,167,0.024,NA,NA,NA,NA,14,NA
8781,"Coryphaenoides acrolepis",75.1,75.1,0.04,NA,NA,NA,NA,14,NA
8781,"Coryphaenoides acrolepis",96.7,96.7,0.22,NA,NA,NA,NA,NA,NA
8781,"Coryphaenoides acrolepis",86.6,86.6,0.48,NA,NA,NA,NA,NA,NA
8787,"Coryphaenoides cinereus",57.2,57.2,0.22,NA,NA,NA,NA,NA,NA
8787,"Coryphaenoides cinereus",58.6,58.6,0.28,NA,NA,NA,NA,NA,NA
8787,"Coryphaenoides cinereus",56,56,0.37,NA,NA,NA,NA,NA,NA
8787,"Coryphaenoides cinereus",54.9,NA,0.26,NA,NA,NA,NA,NA,NA
8787,"Coryphaenoides cinereus",54.3,NA,0.27,NA,NA,NA,NA,NA,NA
8489,"Coryphaenoides guentheri",23.7,23.7,0.211,NA,NA,NA,NA,14,NA
8488,"Coryphaenoides mediterraneus",23.7,23.7,0.201,NA,NA,NA,NA,14,NA
346,"Coryphaenoides rupestris",110,110,0.099,NA,NA,NA,NA,7,NA
346,"Coryphaenoides rupestris",105,105,0.082,NA,NA,NA,NA,7,NA
346,"Coryphaenoides rupestris",76,76,0.1,NA,NA,NA,NA,9,NA
346,"Coryphaenoides rupestris",61.9,61.9,0.105,NA,NA,NA,NA,9,NA
346,"Coryphaenoides rupestris",88.1,88.1,0.101,NA,NA,NA,NA,9,NA
346,"Coryphaenoides rupestris",70.2,70.2,0.128,NA,NA,NA,NA,9,NA
346,"Coryphaenoides rupestris",23.9,108,0.059,NA,NA,NA,NA,11,NA
346,"Coryphaenoides rupestris",20.7,93.5,0.059,NA,NA,NA,NA,11,NA
1916,"Hymenocephalus italicus",5.53,NA,0.18,NA,NA,NA,NA,14,NA
1916,"Hymenocephalus italicus",5.49,NA,0.18,NA,NA,NA,NA,14,NA
1916,"Hymenocephalus italicus",5.2,NA,0.236,NA,NA,NA,NA,NA,NA
1916,"Hymenocephalus italicus",4.7,NA,0.219,NA,NA,NA,NA,NA,NA
345,"Macrourus berglax",61.8,NA,0.039,NA,NA,NA,NA,NA,NA
345,"Macrourus berglax",30.5,NA,0.095,NA,NA,NA,NA,NA,NA
5232,"Nezumia aequalis",8.3,NA,0.175,NA,NA,NA,NA,NA,NA
5232,"Nezumia aequalis",8.1,NA,0.152,NA,NA,NA,NA,NA,NA
3300,"Nezumia bairdii",6.6,NA,0.276,NA,NA,NA,NA,12,NA
3301,"Nezumia sclerorhynchus",26.4,26.4,0.16,NA,NA,NA,NA,17.5,NA
3301,"Nezumia sclerorhynchus",8.12,25.7,0.1,NA,NA,NA,NA,14,NA
3301,"Nezumia sclerorhynchus",7.7,24.4,0.11,NA,NA,NA,NA,14,NA
3301,"Nezumia sclerorhynchus",7.35,NA,0.125,NA,NA,NA,NA,NA,NA
3302,"Nezumia stelgidolepis",43,43,0.2,NA,NA,NA,NA,13.2,NA
4741,"Trachyrincus scabrus",49.3,49.3,0.222,NA,NA,NA,NA,14,NA
4741,"Trachyrincus scabrus",45.6,45.6,0.347,NA,NA,NA,NA,14,NA
4741,"Trachyrincus scabrus",22.1,NA,0.145,NA,NA,NA,NA,NA,NA
4741,"Trachyrincus scabrus",19.7,NA,0.199,NA,NA,NA,NA,NA,NA
4781,"Branchiostegus argentatus",39.4,39.4,0.312,NA,NA,NA,NA,20,NA
4782,"Branchiostegus auratus",39.3,39.3,0.382,NA,NA,NA,NA,15,NA
4782,"Branchiostegus auratus",42.6,42.6,0.286,NA,NA,NA,NA,18,NA
4782,"Branchiostegus auratus",43.5,43.5,0.331,NA,NA,NA,NA,22,NA
4782,"Branchiostegus auratus",48,48,0.164,NA,NA,NA,NA,15,NA
4780,"Branchiostegus japonicus",41.6,41.6,0.358,NA,NA,NA,NA,18,NA
4780,"Branchiostegus japonicus",42.6,42.6,0.286,NA,NA,NA,NA,12,NA
4780,"Branchiostegus japonicus",43.5,43.5,0.331,NA,NA,NA,NA,20,NA
4780,"Branchiostegus japonicus",57.4,57.4,0.176,NA,NA,NA,NA,10,NA
4780,"Branchiostegus japonicus",34.2,34.2,0.3,NA,NA,NA,NA,20,NA
4780,"Branchiostegus japonicus",38.4,38.4,0.304,NA,NA,NA,NA,20,NA
4780,"Branchiostegus japonicus",33.2,40.82143,0.33,NA,NA,NA,NA,10,NA
4780,"Branchiostegus japonicus",34.9,42.84524,0.298,NA,NA,NA,NA,10,NA
4780,"Branchiostegus japonicus",47,NA,0.218,NA,NA,NA,NA,NA,NA
4780,"Branchiostegus japonicus",59,NA,0.157,NA,NA,NA,NA,NA,NA
4780,"Branchiostegus japonicus",37.5,NA,0.317,NA,NA,NA,NA,NA,NA
4780,"Branchiostegus japonicus",52,NA,0.194,NA,NA,NA,NA,NA,NA
8589,"Caulolatilus affinis",47.8,54.92887,0.0924,NA,NA,NA,NA,21,NA
8589,"Caulolatilus affinis",38.8,44.58661,0.173,NA,NA,NA,NA,21,NA
1003,"Caulolatilus microps",81.4,81.4,0.137,NA,NA,NA,NA,24,NA
376,"Lopholatilus chamaeleonticeps",90.2,92.04081,0.153,NA,NA,NA,NA,12,NA
376,"Lopholatilus chamaeleonticeps",111,113.2653,0.13,NA,NA,NA,NA,12,NA
376,"Lopholatilus chamaeleonticeps",86.5,86.5,0.09,NA,NA,NA,NA,18,NA
376,"Lopholatilus chamaeleonticeps",92.9,92.9,0.086,NA,NA,NA,NA,18,NA
376,"Lopholatilus chamaeleonticeps",77.3,NA,0.172,NA,NA,NA,NA,NA,NA
376,"Lopholatilus chamaeleonticeps",87.8,NA,0.109,NA,NA,NA,NA,NA,NA
14657,"Lopholatilus villarii",91.1,91.1,0.091,NA,NA,NA,NA,24,NA
14657,"Lopholatilus villarii",126,126,0.038,NA,NA,NA,NA,24,NA
14657,"Lopholatilus villarii",105,105,0.094,NA,NA,NA,NA,24,NA
14657,"Lopholatilus villarii",151,151,0.044,NA,NA,NA,NA,24,NA
14657,"Lopholatilus villarii",138.3,NA,0.04,NA,NA,NA,NA,NA,NA
14657,"Lopholatilus villarii",70.8,NA,0.11,NA,NA,NA,NA,NA,NA
14657,"Lopholatilus villarii",92.3,NA,0.1,NA,NA,NA,NA,NA,NA
14657,"Lopholatilus villarii",81.1,NA,0.11,NA,NA,NA,NA,NA,NA
14657,"Lopholatilus villarii",113.4,NA,0.14,NA,NA,NA,NA,NA,NA
19913,"Macrognathus maculatus",26.6,NA,0.366,NA,NA,NA,NA,29,NA
19913,"Macrognathus maculatus",36.8,NA,0.262,NA,NA,NA,NA,29,NA
10470,"Macrognathus pancalus",21,21,1.4,NA,NA,NA,NA,23,14
10470,"Macrognathus pancalus",22,22,1,NA,NA,NA,NA,23,14
10470,"Macrognathus pancalus",23,23,1.7,NA,NA,NA,NA,23,14
10470,"Macrognathus pancalus",26,26,1,NA,NA,NA,NA,23,14
10470,"Macrognathus pancalus",23,NA,0.5,NA,NA,NA,NA,26,NA
10470,"Macrognathus pancalus",23,NA,0.8,NA,NA,NA,NA,26,NA
10470,"Macrognathus pancalus",23,NA,1.3,NA,NA,NA,NA,26,NA
10470,"Macrognathus pancalus",23,NA,1.4,NA,NA,NA,NA,26,NA
45395,"Mastacembelus mastacembelus",69.2,NA,0.26,NA,NA,NA,NA,NA,NA
45395,"Mastacembelus mastacembelus",99.2,NA,0.1,NA,NA,NA,NA,NA,NA
